participant_id	sentence	wpm_sent
506889	We had a great time!	74.580484773151
506894	Amy was let go last Friday here along with another guy.	44.3846671149966
506894	And I can't turn my phone on.	28.4855198607375
506894	Can you rough out a slide on rating agencies?	25.0487058168661
506894	David, Cindy and Mary will each report to the Office of the Chairman.	31.5970234688037
506894	Did you see Laura's message.?	13.9675642119966
506894	He did not say when that would be.	35.9376376288206
506894	How are we handling others in that group?	28.4788145404029
506894	I thought you needed him to carry two people.	38.1652413598134
506894	On the plane, doors closing.	21.4911117007164
506894	Please pass along my thanks, though.	39.9076212471132
506894	See you next week.	36.8915456874466
506894	The reality is there is much less of an advantage than people think.	29.1376539903589
506894	This is the crew.	29.5010845986985
506894	This seems fine to me.	63.2335329341317
506894	You can explain this to me next week or over the weekend.	33.4556126192223
506899	Did you get this?	75.499629903775
506899	Fuel surcharges, if applicable are included in the fees listed.	51.7241379310345
506899	How soon do you need it?	67.5422138836773
506899	I am out of town until Friday.	90.0675506629972
506899	I'll be up to nine or 10 by Saturday.	52.1616541353383
506899	I'm not sure if they are issuing any wires at this time.	80.8566959451329
506899	If so Whitt is done.	53.5714285714286
506899	In his last years he had been living at the nursing home.	91.2486659551761
506899	Let me know if you have any problems.	81.3782991202346
506899	Mark, please take a look and let me know if you have any questions.	71.632216678546
506899	Please call me if you see any problems.	78.5234899328859
506899	The phones should be on now.	67.741935483871
506899	They launched a counter attack and retook positions they had lost.	71.3256484149856
506899	We shall try to find a common agenda.	76.2362637362637
506899	You have a nice holiday too.	48.7380330722367
506906	Does Friday at 10 work for you?	73.7509912767645
506906	Have I mentioned how much I love Houston traffic?	66.9551355044409
506906	He is expected to play in Sunday's game and is listed as probable.	72.1442885771543
506906	Hope you had a good weekend.	89.7915553180117
506906	However, he is expected to play in this week's game.	87.6897133220911
506906	I would be glad to participate.	101.778385772914
506906	Keep him in mind as a No.	50.9510869565217
506906	Mostly a social call.	90.032154340836
506906	Others voting against represented the defense ministry.	59.8585162343552
506906	Probably will be working.	86.9565217391304
506906	Rookie Kevin Swayne will move into the starting lineup.	85.7699805068226
506906	Thanks - that's what I was hoping it was.	81.9590204897551
506906	Thanks, having a good time.	83.2263036218854
506906	Valerie, I should have Greeley on Monday for August.	49.8362750579027
506906	Weather is bad here.	117.762512266928
506911	I hope everything worked out okay with your rent.	108.538350217077
506911	I was selfish in what I did.	57.9010856453558
506911	I'll talk to you on Monday.	72.1764312764536
506911	If you need John speak up now.	84.1121495327103
506911	It doesn't match your spreadsheet.	61.5849056603774
506911	Lavo called it, never mind though.	95.0605778191985
506911	Need before board meeting.	62.2257678500199
506911	Please accept my apology.	96.2463907603465
506911	See what concerts we have for you in your city.	94.0783986655546
506911	Thanks - that's what I was hoping it was.	66.45056726094
506911	Thanks so much for the message.	118.095238095238
506911	The profit could then go in part to the labour.	101.075268817204
506911	The rest is a byproduct of slapshot.	80.5970149253731
506911	We will sign tomorrow and fund Tuesday.	57.6
506911	Will 2PM ET work for you?	54.9828178694158
506927	Both have also promised higher salaries.	49.7673477645155
506927	Expect much better numbers on James  home turf this week.	35.5048343636075
506927	Has anyone else heard anything?	69.8198198198198
506927	He could ping the ball 40 yards with the outside of his foot.	54.641598119859
506927	Hope that you have a great TG.	43.703007518797
506927	I have a high level in my office.	55.0755939524838
506927	I'm very sorry about that mix up.	54.4871794871795
506927	It's this issue's featured eBook.	45.9236924504233
506927	Let me know if you need anything else.	49.9146757679181
506927	Let's have this meeting today or tonight.	52.8412665128958
506927	Others voting against represented the defense ministry.	54.9908348608565
506927	Theresa, don't worry about it.	40.2902631863966
506927	Vietnam planned to upgrade its current fleet of Soviet aircraft.	51.7799352750809
506927	We'd suggest playing Brady, who will start against.	51.6599056213263
506927	X-rays were negative, and Hakim is listed as day to day.	42.5690814040329
506928	A report Thursday showed wholesale prices fell 0.1 percent in April.	50.9236145781328
506928	Clinton has pressed for a multilateral lifting of the embargo.	64.9441340782123
506928	Do you want to fax it to my hotel?	66.9401148482363
506928	How did they get onto our floor?	105.263157894737
506928	I cannot figure out where these prices are coming from.	79.3201133144476
506928	If not can I call you?	101.891161713624
506928	It's really just technicalities.	75.8293838862559
506928	Let me know where you might be.	28.062764031382
506928	Ruth, I'll send this spreadsheet as I update it.	84.6187747906567
506928	The team mate says were not interested at this point.	90.4436860068259
506928	Their key decision maker did not show which is not a good sign.	52.033863307867
506928	Theresa, don't worry about it.	80.3750837240455
506928	They play Atlanta here Saturday and Sunday afternoons.	61.1840241714663
506928	Try it again and let me know.	80.8550185873606
506928	Washington was not moving toward a unilateral lifting of the embargo.	80.1781737193764
506931	Did you see Laura's message.?	79.0909090909091
506931	For those of you that have not signed up, please join us for the Walk.	69.4674164737016
506931	How long can you guys shop?	85.2183061546555
506931	I believe she gave a television interview in Britain.	82.0010314595152
506931	I can get them.	108.368452739314
506931	I have forwarded to Kelly.	94.0042181379934
506931	It's this issue's featured eBook.	76.7590618336887
506931	Ruth, the market drove us back for the weekend.	68.579766536965
506931	South Korea will send two escort destroyers and men for the maneuvers.	72.9990440601373
506931	Thank you for all your help.	82.5755713934628
506931	The earliest the Jets expect him to return is Dec.	70.4970038773352
506931	The two leading candidates signed a Civility Pact on Tuesday.	74.6481745869876
506931	Thus have nothing to destroy.	93.1477516059957
506931	Try it again and let me know.	96.8819599109131
506931	What do you hear?	92.7694406548431
506936	Bradford has yet to prove himself as a Fantasy player.	78.9762340036563
506936	But they played down the prospect of a repeat performance.	88.8775379900396
506936	Clinton has pressed for a multilateral lifting of the embargo.	91.6143332101958
506936	Gold fell 1.90 dollars from Wednesday's closing price.	76.9961977186312
506936	Has it been mentioned yet?	73.0638090599123
506936	I am working on the November producers today as a matter of fact.	76.5907305577376
506936	I wouldn't say I'm 100 percent but I'm darn close.	59.1366055588409
506936	Is this the conference rate?	96.969696969697
506936	Scotty and I will be in NYC.	69.1785052501544
506936	The ceremony was followed by the premiere of the opening film.	70.6291007333076
506936	This is not a good situation to be in without a contract.	78.5394419565966
506936	Trust me, the men are the ones showing restraint.	95.8435207823961
506936	We need to bring them along slowly.	69.4100148735746
506936	Winning here, everybody was more shocked and surprised.	75.0426378624218
506936	Would you mind taking the lead on this?	84.4308136388237
506939	About 20 were Americans, but there were also Dutch and Swiss.	28.7036310877578
506939	After leaving the navy in he joined the merchant marines.	30.148095909732
506939	Baku's forces had for more than 24 hours been engaged in clashes.	26.1420384086872
506939	But both reports were denied by the southern leadership.	28.8932840313011
506939	Do we know what we need?	41.1193603655054
506939	I appreciate you moving so quickly on this.	31.2860001212636
506939	I might have something at the office.	28.2604544586595
506939	I think we should put a number on the table.	36.2637362637363
506939	Louis featured back this weekend against the N.	29.6717171717172
506939	The German slowed down enough to beat Frenchman Cedric Pioline 6-3.	24.5368816187017
506939	We are having fun.	30.4139678963672
506939	We know this is a big time at the speedway.	32.7764720828305
506939	We sold the UK business to AEP.	19.2138835803936
506939	Yes I am coming twice.	28.995057660626
506939	Yes, I am playing.	30.4054054054054
506940	And if he's not, then he doesn't play.	24.7141076364425
506940	Do not send small, unsuspecting children to check on my progress.	31.4085527905291
506940	I hope that you find these communications informative.	29.5822871490527
506940	I would expect an answer ASAP.	28.107432854466
506940	It reads like she is in.	39.3723252496434
506940	It's all about making the whole story public.	27.87816210635
506940	Just bought out Toys R Us.	25.3020841780877
506940	Just wanted to touch base.	31.4643001210165
506940	Money wise that is.	51.5144288099213
506940	See you next week.	33.0426801284993
506940	Sources said the officers will be part of the coordination office.	23.8193991823191
506940	Tiger Woods is set to answer your questions.	31.9226118500605
506940	We are somewhat emasculated bystanders.	27.4696249339672
506940	What do you think?	31.8490120908287
506940	What level of detail do you need?	15.9870811465482
506944	Chinese President defended the military crackdown on protesters.	66.9642857142857
506944	Does Friday at 10 work for you?	30.6500782730494
506944	Following are my comments.	58.133035215204
506944	He could ping the ball 40 yards with the outside of his foot.	58.3871739650634
506944	I talked to Duran.	49.6437600551597
506944	If so he probably will have to pay back.	48.5398579321231
506944	It doesn't match your spreadsheet.	39.5348837209302
506944	On appeal they were finally placed in Division Two.	47.790098391379
506944	Scotty and I will be in NYC.	28.3209710047202
506944	She probably won't come next year either.	61.5692654236015
506944	The UN still recognizes Lisbon as the administrator of the territory.	58.9114194236926
506944	The results were expected back Tuesday.	50.327992257232
506944	This is a golden moment.	51.063829787234
506944	Until we can answer these questions, we cannot terminate anything.	58.6145648312611
506944	We need this verified.	59.5667870036101
506952	Budget allocation from Glisan has been postponed.	47.6111754008927
506952	He is here for a political meeting.	44.9939197405756
506952	How would you explain the difference between the two?	55.9415955668924
506952	I tried that to no avail.	59.7847748106816
506952	I wasn't as prepared as I will be this year.	56.7644276253548
506952	I will get the gathering to Gloria tomorrow.	54.2372881355932
506952	I'm pleased with my speeds.	36.8726527825196
506952	I'm working on your other emails next.	62.7666896077082
506952	Lavo called it, never mind though.	38.1522348980737
506952	Thanks for the quick turnaround.	54.9434826155387
506952	Thanks so much for the message.	64.628214037526
506952	The prime minister is to meet with several Security Council members.	50.4950495049505
506952	There were 75 evacuees on one plane and 73 on the other.	47.0160218288673
506952	They appear to be coming out of Unify, but I cannot see them.	65.1071777995197
506952	on Friday, October 26th.	36.0405456138155
506957	Ava, do we need to worry about this?	32.4738780726152
506957	Did we get ours back?	31.0689187523117
506957	He is recovering from a sprained foot.	36.0702420503085
506957	I am not aware of any.	35.8111774281064
506957	I can be there within the hour.	43.6619718309859
506957	I'll let you know after lunch.	21.1441325032304
506957	I'll send you a check.	36.7841716594677
506957	I'm on my way back there to do so.	32.5021907113837
506957	It's all about making the whole story public.	25.9515570934256
506957	It's not looking too good is it?	20.275621732932
506957	Michael has his holiday performance.	27.3538909643513
506957	The big tight end has no real value as a Fantasy player.	34.7376583096407
506957	What is the purpose of this?	36.7534456355283
506957	What is your issue sir?	22.6155358898722
506957	Will 2PM ET work for you?	14.7311563957771
506958	Call me if you have any questions.	71.8183418412251
506958	Can you help with this one?	50
506958	Do you want to fax it to my hotel?	52.2540983606557
506958	He did not return to the game, and is listed as day to day.	70.0643245917862
506958	He should still be able to play in the team's next game.	74.6003552397869
506958	However, he's not worth starting on your Fantasy team.	53.0104712041885
506958	I thought it had gone to all of Enron.	50.7173840507174
506958	In a couple of weeks.	53.072625698324
506958	It is very unlikely that patrons of tour operators are troublemakers.	56.1279826464208
506958	Kay Mann is going to take the lead on this.	54.9872122762148
506958	My only opportunity is if he cracks or something else happens.	61.6337844448068
506958	Please look over and let me know.	73.4421364985163
506958	Please set me, Heidi DuBose, up as their travel arranger.	47.9528883903533
506958	She has a web address.	37.8874856486797
506958	That is one of the things we are working on.	56.7986230636833
506962	Both sides had indicated interest in a cessation of hostilities	40.4559319312891
506962	Construction on the complex will begin this year.	49.266862170088
506962	Don't bother picking him up.	35.2512155591572
506962	Drop him unless you play in a keeper league.	44.5838837516513
506962	Expect him to be the Bears featured back for the rest of the year.	44.2365887207703
506962	Following are my comments.	40.8805031446541
506962	He extended Freudian theory into adolescence and adulthood.	29.3925538863488
506962	He will be re-evaluated after receiving an injection.	30.5660377358491
506962	I do not want to repeat.	39.0675869253809
506962	I'm waiting until she comes home.	37.3900293255132
506962	Interesting, are you around for a late lunch?	34.5821325648415
506962	Is this cash coming into TW?	32.8125
506962	Robert ,I'm working on this right now.	56.2635248857899
506962	That calendar was enough to put me on a diet.	44.7470817120623
506962	You're down by 5 and need to score in 4 plays or less.	40.9919028340081
506964	I am hoping to complete them today or tomorrow morning.	77.4647887323944
506964	I am not concerned with the Brown money.	64.094004539992
506964	I want to compare the two.	61.0806577916993
506964	I was runner-up three times.	58.3840139009557
506964	I will likely not be available.	62.8909551986475
506964	I would assume this week sometime.	71.5538407576289
506964	If he'll sign no issues with Barclays.	48.7283607608463
506964	Montpellier won the Cup at their first attempt.	50.8428738844316
506964	Public order will be maintained firmly and energetically.	51.5099028541306
506964	Thank you for participation, cooperation and support.	56.283185840708
506964	Thanks again for your help.	48.1856038072576
506964	They play Atlanta here Saturday and Sunday afternoons.	54.1460922867359
506964	Trip was good I presume?	49.0379703728929
506964	What do you think about Tracy and Jim?	71.3615023474178
506964	When things get speculative the language always gets scary.	47.7958549922365
506970	Have a good weekend.	40.9998201762273
506970	He is recovering from a bruised left shoulder.	17.0602052169613
506970	His status for the Week 11 game against Atlanta is unclear.	28.2781483404561
506970	Hope you had a good weekend.	21.2201591511936
506970	I have 30 minutes then.	17.2879524581307
506970	I have other things to worry about!	20.6713259179053
506970	I hope this answers your question.	29.2035398230088
506970	I hope you feel better.	36.4892881824464
506970	I'm fully recovered and back on pace.	23.8940910558605
506970	It reads like she is in.	29.9189694577187
506970	Lynn checked with Fran and she told her coordinator.	24.1056941976358
506970	Rio de Janeiro police freed him after a massive manhunt.	23.4900523187529
506970	The ceremony was followed by the premiere of the opening film.	23.5651843405549
506970	The film will be shown for the first time.	31.9293919138166
506970	They really must get the money together.	31.3459152354209
506973	Both of us are still here.	41.9411211184299
506973	Budget allocation from Glisan has been postponed.	39.7216780382355
506973	Have I mentioned how much I love Houston traffic?	24.5245245245245
506973	I do not want to repeat.	26.3736263736264
506973	I need your help in putting together a new list.	43.3375968700624
506973	In his third season, Booker has become a superb Fantasy wideout.	34.1461279166484
506973	It must be accompanied by increased productivity.	34.8920009494422
506973	Kay Mann is going to take the lead on this.	34.9854227405248
506973	Let me know if this is possible or where else I might find these.	40.1709841891126
506973	Mochrie remained steady in the face of the upheaval.	32.171581769437
506973	Need before board meeting.	39.6694214876033
506973	See client Help for more information.	35.2297072125684
506973	The four-city tour continues Friday in Kansas City, Missouri.	32.0027980588467
506973	We also decided against a formal seating arrangement.	33.5283884232168
506973	We don't recommend you use him in a Fantasy league this week.	30.968397004696
506975	Do we know what we need?	124.783362218371
506975	Europe has lost a great ally.	115.155526141628
506975	He said he had been surprised to see his name on the list.	105.474171164225
506975	However, he's no better than waiver wire fodder in Fantasy Football.	51.5444381277241
506975	I have an electric knife.	61.3999181334425
506975	I met my neighbors in the park across the street tonight.	114.209383870429
506975	I want to finish the rest of the year.	126.737076153419
506975	I'll give him 10.	36.9230769230769
506975	Indy time trials begin Saturday.	58.6349060925332
506975	Let me know if you can't open it.	94.3306336350643
506975	Mike, are you aware of this?	91.5531335149864
506975	Surely we can cover this from within Virgo's team?	81.732733959951
506975	That makes him a risky start from a Fantasy perspective.	91.3539967373572
506975	They have capacity now.	63.682510383018
506975	You have 15 active players.	60.9366183938311
506978	Add a Star Trek convention and sports memorabilia show to the mix.	25.9429255637597
506978	Are you feeling better?	18.978202571684
506978	Budget allocation from Glisan has been postponed.	25.0596658711217
506978	Call me anytime for information.	26.0621691326184
506978	Can you supplement the answer to the visa question?	20.4299639471224
506978	Diplomats are predicting that the embargo will remain in force.	31.4240585252307
506978	Do you and George have a thing going?	20.6233452552371
506978	I would suggest you and Mark address this together.	28.2535432343844
506978	I wouldn't say I'm 100 percent but I'm darn close.	18.4241233187987
506978	It's just very confusing at first.	27.8974358974359
506978	Louis, posting five catches for 35 yards and two scores.	19.5150283142152
506978	The accord was due to have come into effect overnight.	25.9168899732032
506978	The hospital was hit by electricity cuts.	20.3129515709508
506978	This quarter they are reported separately.	26.7629566694987
506978	You had to maintain your patience to get the job done.	29.2471565264488
506983	About 20 were Americans, but there were also Dutch and Swiss.	54.3672014260249
506983	Are you going to apply?	65.7142857142857
506983	Gold fell 1.90 dollars from Wednesday's closing price.	47.0349132612325
506983	He is expected to participate in practice.	44.0213119049699
506983	He refused to elaborate on the delay.	62.5
506983	He was in great shape last night.	51.6162669447341
506983	How would you explain the difference between the two?	54.7945205479452
506983	I got the impression that this is a message for internal use.	60.3960396039604
506983	I just tracked down Steve.	63.1067961165049
506983	I would love to help you guys with this imbalance.	62.2342080697023
506983	I'll come have a beer with you guys later.	53.9845758354756
506983	Our reform and opening programme has forged ahead.	57.5594781273983
506983	The law enforcement has responsibility for the safety of the public.	51.051051051051
506983	Will follow up today.	43.9944134078212
506983	Your friend's defense, however, has other plans.	45.3686200378072
506988	Has your 4th quarter changed?	46.8308437626161
506988	He could ping the ball 40 yards with the outside of his foot.	39.612533145733
506988	He has developed a good on-field relationship with QB Brad Johnson.	40.0238948626045
506988	I am fine with this.	39.6301188903567
506988	I like Nick and Everett.	35.4767184035477
506988	Need anything from Target?	43.5450104675506
506988	Now go get washed up for dinner.	55.3713049747657
506988	Please give me a call.	29.3877551020408
506988	Sorry for the unfriendly greeting in the lobby.	35.6037151702786
506988	The Hawks led from late in the first quarter.	41.1993591210803
506988	The Mercedes engine takes advantage of extra boost.	40.6482465462274
506988	The mud was their idea.	51.6467065868263
506988	There's been a shortage of blood in this area.	57.4521232306411
506988	They are more efficiently pooled.	56.1304039688164
506988	Yes I am coming twice.	42.0985488757774
506990	A three-man inquiry team spent months investigating the allegations.	43.213472435524
506990	Can you resend me the Doyle email from last week?	48.3632176344794
506990	Diplomats are predicting that the embargo will remain in force.	43.2773582779218
506990	Does Friday at 10 work for you?	60.3308465780084
506990	He left the Jets  win over Miami in the second half on October.	35.2506396285416
506990	He's a questionable Fantasy player to begin with.	36.7201648660463
506990	I am out of town on business tonight.	37.5865479723047
506990	I have no personal transactions with any Enron entity.	51.5554141140902
506990	Let me know if you have more questions.	55.169161853118
506990	Let me know which day is good for you.	78.2429649965683
506990	Show your friends how much you care.	34.4965263914398
506990	The contract is a bit complicated.	54.6990213165304
506990	We all know that it does exist.	36.0613042171692
506990	We are also in touch with the U.	64.6791308741789
506990	We will be dining fashionably late.	63.6653024101864
506994	As soon as we are done - we'll give you a call.	41.614402715266
506994	Bound to be some media flack on this.	45.236882322975
506994	Don't they have some conflicts here?	48.6376942130151
506994	England star Paul Gascoigne was one of the recipients of the loans.	42.5440481306403
506994	Have you done any deals yet?	70.5585888282234
506994	He should still be able to play in the team's next game.	50.4504504504504
506994	I called my husband at work today just to tell him I loved him.	69.1294806144843
506994	I have been very steady and I should have had a much better score.	64.0517589971694
506994	I hope you went.	57.6923076923077
506994	I'll be up to nine or 10 by Saturday.	31.7991631799163
506994	It reads like she is in.	54.4320544320544
506994	Parts of the city will be closed to private cars.	68.1186283595922
506994	Shouldn't be too hard though.	29.1872850792586
506994	The team feels confident that Martin will be available.	49.7512437810945
506994	X-rays were negative, and Hakim is listed as day to day.	31.3330535739264
506995	Are you in a good mood?	58.4458711534204
506995	He agrees that they are not showing the correct equation.	73.3118971061093
506995	I am on a plane, sorry.	95.8000694203402
506995	I should have more info by our meeting this afternoon.	84.1339911711244
506995	I'm glad you liked it.	74.5973438824527
506995	Juntao is in Washington this week  meeting with lawmakers.	70.9102218536181
506995	Let me know if you need anything else.	112.633181126332
506995	Michael was great this AM.	70.9252102750625
506995	Okay I'll go for a ticket.	52.1376433785193
506995	Suite 2750 in Downtown Denver.	57.5396825396825
506995	Talk to you soon.	105.263157894737
506995	The Atlanta Hawks held Indiana to the lowest points total ever.	62.8115653040877
506995	We can work with it either way.	105.651803464925
506995	What is up with ENE?	61.506919528447
506995	Whether that package is training or material has yet to be determined.	60.8484502213969
507000	Can we have them until we move?	100.622126048147
507000	FYI on the demand letter I signed earlier.	101.510574018127
507000	Following are my comments.	98.8280012670257
507000	He could ping the ball 40 yards with the outside of his foot.	112.012241775057
507000	He was professor emeritus of human development and psychiatry.	89.2621475704859
507000	I am out of town on business tonight.	104.029990627929
507000	Juppe said such a force was in the process of being sent to Haiti.	69.5713281799016
507000	Louis featured back this weekend against the N.	71.1582134746404
507000	No employment claims for gas or power.	105.579995369298
507000	Officials said Thursday that visit would take place on May 26 to 29.	84.8409232688709
507000	Our numbers are correct in the system now.	77.8739184177997
507000	South Korea will send two escort destroyers and men for the maneuvers.	78.1686208821887
507000	The French diplomat meanwhile reiterated his condemnation.	45.5407969639469
507000	The Spanish federation has brought forward those fixtures.	71.8340386004748
507000	You can't bench Martin, no matter how bad the matchup may be.	58.1183009130607
507003	Do you and George have a thing going?	76.2100926879506
507003	He has recovered from his ankle injury.	55.2212389380531
507003	Hope you had a good weekend.	85.6269113149847
507003	I didn t mean to get you so bent out of shape.	67.7455777192322
507003	I think that we should enforce the agreement.	77.4860094705123
507003	I think we should put a number on the table.	79.0655884995508
507003	I will add this to the folder and let you know when we get into it.	75.9135114720045
507003	I would like to attend if so.	66.6283744974153
507003	I'll send you minutes.	67.7966101694915
507003	If we don't get it, could be trouble.	61.1724723874257
507003	Officials said Thursday that visit would take place on May 26 to 29.	68.6665510664123
507003	See you next week.	57.2488735754042
507003	That is one of the things we are working on.	87.2653475393201
507003	That was how Mansell learned passing was allowed on the oval.	76.6331658291457
507003	The single between the two versions is the treatment of foreign banks.	55.5446900058674
507006	As soon as we are done - we'll give you a call.	62.8342245989305
507006	Have a good weekend.	70.7338638373121
507006	How did they get onto our floor?	46.6302367941712
507006	I was going to call you but I hate to bother your holiday.	75.7509795385285
507006	I'm telling you in advance, so don't act surprised.	57.0682581126445
507006	It would be wise to keep him inactive until he is effective in a game.	62.1669626998224
507006	It's incredibly demanding here.	32.8767123287671
507006	New York's Supreme Court upheld a lower court decision.	44.6488973075362
507006	Others voting against represented the defense ministry.	52.8
507006	Please let me know what days you plan on taking off.	57.88876276958
507006	The Fed has not taken an official position on the issue.	72.4372103050555
507006	There were 75 evacuees on one plane and 73 on the other.	41.3106288805557
507006	What are the units?	61.6382806163828
507006	What did Mark say?	54.2849962302086
507006	What happened to the guy with the paper to sign?	78.3566861651476
507008	About 20 were Americans, but there were also Dutch and Swiss.	41.1536515432619
507008	Both sides had indicated interest in a cessation of hostilities	68.0670034565275
507008	Can you resend me the Doyle email from last week?	58.6182833217027
507008	Got your back while you pick up wine.	73.2189973614776
507008	I'll get you one.	62.962962962963
507008	Last week Ballesteros had 16 pars and two birdies in his final round.	42.5116804436001
507008	Monitor his progress over the next few weeks.	68.974326223017
507008	Our numbers are correct in the system now.	75.207695671185
507008	Please give me a call.	45.2132214420277
507008	Reggie Wayne will start in Pathon's place once again.	40.9714617019906
507008	Russian foreign ministry sources said a ceasefire accord was agreed.	39.6059113300493
507008	Suggest you get facts before judging anyone.	55.2549787038103
507008	This upgrade may take up to 2 hours.	59.4524119947849
507008	We're on the way.	56.4315352697095
507008	You can bring it to work and we could meet for lunch one day.	67.0800943313827
507013	A state supreme court judge is expected to rule on the issue shortly.	29.1313372972593
507013	He remains a good Fantasy backup when healthy.	30.990343588592
507013	I have an electric knife.	31.3021702838063
507013	I need to link them up to the Tagg deal.	21.3428190306803
507013	I spoke with Lara Robinson this morning.	27.0567531896172
507013	I will call in 20 to 30 minutes.	34.8775761846045
507013	Just wanted to touch base.	40.6167732230162
507013	Leaks have indicated that Clinton has narrowed his choice.	23.2418353035464
507013	Mike is putting pressure on me.	27.7094972067039
507013	Russian foreign ministry sources said a ceasefire accord was agreed.	22.4353763615672
507013	See, we Americans had gotten sort of distracted.	29.8910223144785
507013	Take what you can get.	39.4736842105263
507013	Tried to call but couldn't reach you.	23.7687366167024
507013	We sold the UK business to AEP.	22.8774783934926
507013	What a crazy day.	30.3509326588682
507016	Apparently, BP is using the correct pricing.	46.8126606968703
507016	Ben could tell him about Pompano.	47.3740878095466
507016	Do you have that information yet?.	59.7572362278245
507016	Give it some time.	65.9340659340659
507016	His status for Thursday's game against Dallas is unclear.	39.8671096345515
507016	Is Cassandra there today?	32.6868598823273
507016	Let Gary Smith know today if you want him.	48.695652173913
507016	Mikey is invited also.	37.8006872852234
507016	Reports said Clinton feels the same way.	40.7955124936257
507016	So I don't know who it ll be carrying the load.	52.0919922416182
507016	They lost to Nantes after extra-time.	30.1282486259076
507016	We are proceeding with a great reception so far.	28.5511795079478
507016	We cleaned him up as well as we could.	46.1491751846979
507016	We have been working on clay for four weeks.	53.6884819477682
507016	We have lots of paper stuff.	42.9173585387661
507023	A growing number of US households are joining the middle class.	49.7204866820125
507023	Can you help me here?	59.8503740648379
507023	Go for the dollars.	93.4809348093481
507023	Have a good evening.	78.3801436969301
507023	He has made progress in his recovery and might play this week.	77.1864301276066
507023	Hope that all is well in Denver.	79.2242624303693
507023	I decided that I am going to stay here!	83.9612486544672
507023	I'm still in FW.	66.3212435233161
507023	Let us not invite unnecessary irritants to this relationship.	59.8527432507323
507023	Please let me know if there is any way that I can help you.	82.0298922488704
507023	See the list below.	28.9083301635603
507023	Since yall are so slow to think, here are a few ideas.	49.9411071849234
507023	There is no average.	86.2378727991376
507023	What do you think about Tracy and Jim?	62.3717685679114
507023	Your fax was busy for a while.	77.0547945205479
507024	Best of luck and stay in touch.	75.5905511811024
507024	Brian is working this.	50.5865102639296
507024	Can you help me here?	79.3269230769231
507024	Do not send small, unsuspecting children to check on my progress.	72.7406318883174
507024	I will tell them.	75.8426966292135
507024	Is this cash coming into TW?	62.9636330740004
507024	Jacksonville's secondary is thin because of injuries.	66.8868703550784
507024	Just playing with you!	82.089552238806
507024	Perhaps there was a glitch.	77.0642201834862
507024	Robert ,I'm working on this right now.	71.6911764705882
507024	Scotty and I will be in NYC.	83.4932821497121
507024	She has absolutely everything.	62.2568093385214
507024	The advantage is enough for Ford motor racing director Dan Rivard.	63.9312977099237
507024	They spent about two hours at Larnaca airport.	75.189974670044
507024	We are happy to give a pay rise.	77.7232580961727
507025	Amy will be here to cover.	67.8851174934726
507025	Disney was great and I've been to eight baseball games.	49.2096629883686
507025	Giants due to an ankle injury.	55.4272517321016
507025	I am all about Win-Win here.	47.230812482429
