sentNum	sentence	numChars	minStrokes	numActualWords	meanStrokesPerWord	meanWordLength	meanWordLengthPropSent	highFreqWordProp	highFreqWordCharProp	meanWordFreq	propWordsNonDictWords	propCharsNonDictWords	meanSyllsPerWord	biFreqMean	propBiTop15	charRepetitionProp	fingerRepetitionProp	handRepetitionProp	handAlternationProp	lowercaseProp	uppercaseProp	numbersProp	symbolsProp	spacesProp	lowercasePropNonSpace	uppercasePropNonSpace	numbersPropNonSpace	symbolsPropNonSpace	meanStrokesPerChar	propRightHand	aveDistFromHomeRow
11	A letter is being sent today.	29	30	6	5	4.83333333333333	0.166666666666667	1	0.793103448275862	259833	0	0	1.5	4512437.72727273	0.136363636363636	0.0869565217391304	0	0.434782608695652	0.478260869565217	0.758620689655172	0.0344827586206897	0	0.0344827586206897	0.172413793103448	0.916666666666667	0.0416666666666667	0	0.0416666666666667	1.03448275862069	0.333333333333333	1.6875
12	A parliamentary committee will collect the public's comments.	61	62	8	7.75	7.625	0.125	0.75	0.540983606557377	412745.777777778	0	0	2.125	3628105.52	0.08	0.132075471698113	0.0377358490566038	0.283018867924528	0.547169811320755	0.836065573770492	0.0163934426229508	0	0.0327868852459016	0.114754098360656	0.944444444444444	0.0185185185185185	0	0.037037037037037	1.01639344262295	0.5	1.65740740740741
13	A report Thursday showed wholesale prices fell 0.1 percent in April.	68	71	11	6.45454545454545	6.18181818181818	0.0909090909090909	0.636363636363636	0.470588235294118	141394.363636364	0	0	1.54545454545455	3901276.92307692	0.134615384615385	0.0350877192982456	0.12280701754386	0.368421052631579	0.473684210526316	0.75	0.0441176470588235	0.0294117647058824	0.0294117647058824	0.147058823529412	0.879310344827586	0.0517241379310345	0.0344827586206897	0.0344827586206897	1.04411764705882	0.431034482758621	1.56034482758621
14	A state supreme court judge is expected to rule on the issue shortly.	69	70	13	5.38461538461539	5.30769230769231	0.0769230769230769	0.769230769230769	0.536231884057971	348893.384615385	0	0	1.38461538461538	4213595.67272727	0.163636363636364	0.0178571428571429	0.107142857142857	0.392857142857143	0.482142857142857	0.797101449275362	0.0144927536231884	0	0.0144927536231884	0.173913043478261	0.964912280701754	0.0175438596491228	0	0.0175438596491228	1.01449275362319	0.385964912280702	1.62280701754386
15	A three-man inquiry team spent months investigating the allegations.	68	69	9	7.66666666666667	7.55555555555556	0.111111111111111	0.555555555555556	0.279411764705882	284806.333333333	0	0	1.9	5616745.91071429	0.267857142857143	0.0338983050847458	0.0169491525423729	0.389830508474576	0.559322033898305	0.838235294117647	0.0147058823529412	0	0.0294117647058824	0.117647058823529	0.95	0.0166666666666667	0	0.0333333333333333	1.01470588235294	0.466666666666667	1.71666666666667
16	About 10 Jordanian doctors arrived at the hospital a few days ago.	66	68	12	5.66666666666667	5.5	0.0833333333333333	0.833333333333333	0.651515151515151	245673.333333333	0	0	1.75	3876322.76	0.2	0.037037037037037	0.037037037037037	0.462962962962963	0.462962962962963	0.757575757575758	0.0303030303030303	0.0303030303030303	0.0151515151515152	0.166666666666667	0.909090909090909	0.0363636363636364	0.0363636363636364	0.0181818181818182	1.03030303030303	0.363636363636364	1.47272727272727
17	About 20 were Americans, but there were also Dutch and Swiss.	61	65	11	5.90909090909091	5.54545454545455	0.0909090909090909	0.727272727272727	0.60655737704918	136140.181818182	0	0	1.45454545454545	5649706.29545455	0.318181818181818	0.04	0.02	0.36	0.58	0.704918032786885	0.0655737704918033	0.0327868852459016	0.0327868852459016	0.163934426229508	0.843137254901961	0.0784313725490196	0.0392156862745098	0.0392156862745098	1.0655737704918	0.313725490196078	1.66666666666667
18	Add a Star Trek convention and sports memorabilia show to the mix.	66	69	12	5.75	5.5	0.0833333333333333	0.666666666666667	0.393939393939394	368025.166666667	0	0	1.5	4230014.8490566	0.188679245283019	0.0185185185185185	0.0555555555555556	0.425925925925926	0.5	0.772727272727273	0.0454545454545455	0	0.0151515151515152	0.166666666666667	0.927272727272727	0.0545454545454545	0	0.0181818181818182	1.04545454545455	0.418181818181818	1.53636363636364
19	After leaving the navy in he joined the merchant marines.	57	58	10	5.8	5.7	0.1	0.7	0.491228070175439	393656.8	0	0	1.5	6518621.17391304	0.326086956521739	0	0.0851063829787234	0.382978723404255	0.531914893617021	0.807017543859649	0.0175438596491228	0	0.0175438596491228	0.157894736842105	0.958333333333333	0.0208333333333333	0	0.0208333333333333	1.01754385964912	0.4375	1.64583333333333
20	All our demographics indicate that is a family audience.	56	57	9	6.33333333333333	6.22222222222222	0.111111111111111	0.777777777777778	0.482142857142857	286112.111111111	0	0	2.11111111111111	3852720.54347826	0.173913043478261	0.0212765957446809	0.0851063829787234	0.404255319148936	0.48936170212766	0.821428571428571	0.0178571428571429	0	0.0178571428571429	0.142857142857143	0.958333333333333	0.0208333333333333	0	0.0208333333333333	1.01785714285714	0.458333333333333	1.38541666666667
21	Allocations will be based on WIC allocations methods.	53	56	8	7	6.625	0.125	0.625	0.377358490566038	94728.25	0.125	0.0566037735849057	1.875	3860090.88636364	0.159090909090909	0.0666666666666667	0.0888888888888889	0.422222222222222	0.422222222222222	0.773584905660377	0.0754716981132075	0	0.0188679245283019	0.132075471698113	0.891304347826087	0.0869565217391304	0	0.0217391304347826	1.05660377358491	0.478260869565217	1.35869565217391
22	Also it appears no payment is required tomorrow.	48	49	8	6.125	6	0.125	0.75	0.520833333333333	219718.125	0	0	1.875	3375601.61538462	0.128205128205128	0.05	0.05	0.375	0.525	0.8125	0.0208333333333333	0	0.0208333333333333	0.145833333333333	0.951219512195122	0.024390243902439	0	0.024390243902439	1.02083333333333	0.463414634146341	1.6219512195122
23	Also,  please look at Howell for Oct 2001.	42	45	8	5.625	5.25	0.125	0.625	0.452380952380952	85214	0	0	1.25	3890631.57692308	0.115384615384615	0.0909090909090909	0.0303030303030303	0.363636363636364	0.515151515151515	0.595238095238095	0.0714285714285714	0.0952380952380952	0.0476190476190476	0.19047619047619	0.735294117647059	0.0882352941176471	0.117647058823529	0.0588235294117647	1.07142857142857	0.529411764705882	1.55882352941176
24	Also, regarding the cash flow from Canada.	42	44	7	6.28571428571429	6	0.142857142857143	0.428571428571429	0.261904761904762	231686.428571429	0	0	1.71428571428571	4360113.0625	0.15625	0	0.114285714285714	0.4	0.485714285714286	0.761904761904762	0.0476190476190476	0	0.0476190476190476	0.142857142857143	0.888888888888889	0.0555555555555556	0	0.0555555555555556	1.04761904761905	0.361111111111111	1.23611111111111
25	Although we are sending this e-mail to you, SportsLine.	55	58	9	6.44444444444444	6.11111111111111	0.111111111111111	0.777777777777778	0.527272727272727	491934.444444444	0.111111111111111	0.181818181818182	1.4	5311386.26829268	0.24390243902439	0	0.0434782608695652	0.456521739130435	0.5	0.745454545454545	0.0545454545454545	0	0.0545454545454545	0.145454545454545	0.872340425531915	0.0638297872340425	0	0.0638297872340425	1.05454545454545	0.531914893617021	1.63829787234043
26	Am I getting a good package?	28	31	6	5.16666666666667	4.66666666666667	0.166666666666667	0.833333333333333	0.535714285714286	549190.666666667	0	0	1.33333333333333	2348883.47619048	0.0476190476190476	0.0909090909090909	0	0.409090909090909	0.5	0.714285714285714	0.0714285714285714	0	0.0357142857142857	0.178571428571429	0.869565217391304	0.0869565217391304	0	0.0434782608695652	1.10714285714286	0.391304347826087	1.52173913043478
27	Amy Felling should be your contact on the 19th.	47	49	9	5.44444444444444	5.22222222222222	0.111111111111111	0.555555555555556	0.361702127659574	282047.555555556	0	0	1.33333333333333	5313636.70588235	0.235294117647059	0.0263157894736842	0.0263157894736842	0.5	0.447368421052632	0.723404255319149	0.0425531914893617	0.0425531914893617	0.0212765957446809	0.170212765957447	0.871794871794872	0.0512820512820513	0.0512820512820513	0.0256410256410256	1.04255319148936	0.538461538461538	1.83333333333333
28	Amy was let go last Friday here along with another guy.	55	57	11	5.18181818181818	5	0.0909090909090909	0.818181818181818	0.636363636363636	109951.636363636	0	0	1.45454545454545	5410189.55813953	0.232558139534884	0	0.204545454545455	0.318181818181818	0.477272727272727	0.763636363636364	0.0363636363636364	0	0.0181818181818182	0.181818181818182	0.933333333333333	0.0444444444444444	0	0.0222222222222222	1.03636363636364	0.422222222222222	1.53333333333333
29	Amy will be here to cover.	26	27	6	4.5	4.33333333333333	0.166666666666667	0.833333333333333	0.653846153846154	299342.5	0	0	1.33333333333333	4937621.36842105	0.210526315789474	0.05	0.05	0.35	0.55	0.730769230769231	0.0384615384615385	0	0.0384615384615385	0.192307692307692	0.904761904761905	0.0476190476190476	0	0.0476190476190476	1.03846153846154	0.428571428571429	1.85714285714286
30	Amy will no longer be here so I will be the only one working on this.	69	71	16	4.4375	4.3125	0.0625	0.9375	0.72463768115942	380558.5625	0	0	1.25	5295747.67307692	0.25	0.0377358490566038	0.0943396226415094	0.433962264150943	0.433962264150943	0.739130434782609	0.0289855072463768	0	0.0144927536231884	0.217391304347826	0.944444444444444	0.037037037037037	0	0.0185185185185185	1.02898550724638	0.592592592592593	1.74074074074074
31	An overwhelming majority do agree on the middle policy.	55	56	9	6.22222222222222	6.11111111111111	0.111111111111111	0.666666666666667	0.363636363636364	252708.111111111	0	0	2.11111111111111	4523931.17777778	0.2	0.0434782608695652	0.0434782608695652	0.326086956521739	0.58695652173913	0.818181818181818	0.0181818181818182	0	0.0181818181818182	0.145454545454545	0.957446808510638	0.0212765957446809	0	0.0212765957446809	1.01818181818182	0.531914893617021	1.63829787234043
32	And I can't turn my phone on.	29	31	7	4.42857142857143	4.14285714285714	0.142857142857143	1	0.758620689655172	556411.75	0	0	1	3964042.73684211	0.263157894736842	0.0454545454545455	0.0909090909090909	0.363636363636364	0.5	0.655172413793103	0.0689655172413793	0	0.0689655172413793	0.206896551724138	0.826086956521739	0.0869565217391304	0	0.0869565217391304	1.06896551724138	0.652173913043478	1.82608695652174
33	And if he's not, then he doesn't play.	38	39	8	4.875	4.75	0.125	1	0.763157894736842	383617.8	0	0	1.125	6469912.13043478	0.347826086956522	0	0.0666666666666667	0.166666666666667	0.766666666666667	0.684210526315789	0.0263157894736842	0	0.105263157894737	0.184210526315789	0.838709677419355	0.032258064516129	0	0.129032258064516	1.02631578947368	0.548387096774194	1.56451612903226
34	And leave my school alone.	26	27	5	5.4	5.2	0.2	0.8	0.615384615384615	217799.8	0	0	1.2	3779921.95	0.15	0.0476190476190476	0.142857142857143	0.285714285714286	0.523809523809524	0.769230769230769	0.0384615384615385	0	0.0384615384615385	0.153846153846154	0.909090909090909	0.0454545454545455	0	0.0454545454545455	1.03846153846154	0.545454545454545	1.31818181818182
35	And maybe for too long we've been underestimating ourselves.	60	61	9	6.77777777777778	6.66666666666667	0.111111111111111	0.777777777777778	0.45	173694.8	0	0	1.88888888888889	4673035.45833333	0.229166666666667	0.0392156862745098	0.117647058823529	0.392156862745098	0.450980392156863	0.816666666666667	0.0166666666666667	0	0.0333333333333333	0.133333333333333	0.942307692307692	0.0192307692307692	0	0.0384615384615385	1.01666666666667	0.403846153846154	1.68269230769231
36	Andy Fastow will be on a leave of absence from the company.	59	61	12	5.08333333333333	4.91666666666667	0.0833333333333333	0.75	0.508474576271186	335839.666666667	0.0833333333333333	0.101694915254237	1.41666666666667	4262058.89130435	0.173913043478261	0.0425531914893617	0.0851063829787234	0.382978723404255	0.48936170212766	0.76271186440678	0.0338983050847458	0	0.0169491525423729	0.186440677966102	0.9375	0.0416666666666667	0	0.0208333333333333	1.03389830508475	0.416666666666667	1.5
37	Another group of policemen was due to be deployed.	50	51	9	5.66666666666667	5.55555555555556	0.111111111111111	0.666666666666667	0.42	262308.555555556	0	0	1.55555555555556	4382941.125	0.225	0	0.195121951219512	0.341463414634146	0.463414634146341	0.8	0.02	0	0.02	0.16	0.952380952380952	0.0238095238095238	0	0.0238095238095238	1.02	0.476190476190476	1.6547619047619
38	Antonio Guterres sent a message of condolences to Smith's widow.	64	67	10	6.7	6.4	0.1	0.5	0.25	350922.545454545	0	0	2	4610006	0.196078431372549	0.0555555555555556	0.0555555555555556	0.351851851851852	0.537037037037037	0.78125	0.046875	0	0.03125	0.140625	0.909090909090909	0.0545454545454545	0	0.0363636363636364	1.046875	0.4	1.53636363636364
39	Any other use is expressly prohibited.	38	39	6	6.5	6.33333333333333	0.166666666666667	0.666666666666667	0.342105263157895	95149.3333333333	0	0	2.16666666666667	5051094.93548387	0.193548387096774	0.03125	0.0625	0.375	0.53125	0.815789473684211	0.0263157894736842	0	0.0263157894736842	0.131578947368421	0.939393939393939	0.0303030303030303	0	0.0303030303030303	1.02631578947368	0.454545454545455	1.71212121212121
40	Anything exciting going on today?	33	35	5	7	6.6	0.2	0.8	0.606060606060606	106640	0	0	2.2	5319110.33333333	0.222222222222222	0.0357142857142857	0.0357142857142857	0.392857142857143	0.535714285714286	0.818181818181818	0.0303030303030303	0	0.0303030303030303	0.121212121212121	0.931034482758621	0.0344827586206897	0	0.0344827586206897	1.06060606060606	0.551724137931034	1.91379310344828
41	Apparently, BP is using the correct pricing.	44	46	7	6.57142857142857	6.28571428571429	0.142857142857143	0.428571428571429	0.227272727272727	281459.714285714	0	0	2	5102603.38235294	0.235294117647059	0.0540540540540541	0.0810810810810811	0.243243243243243	0.621621621621622	0.75	0.0681818181818182	0	0.0454545454545455	0.136363636363636	0.868421052631579	0.0789473684210526	0	0.0526315789473684	1.04545454545455	0.473684210526316	1.84210526315789
42	Appointing Jeff as CFO is one important step in that process.	61	65	11	5.90909090909091	5.54545454545455	0.0909090909090909	0.727272727272727	0.540983606557377	178833	0	0	1.63636363636364	4260231.42857143	0.183673469387755	0.06	0.04	0.44	0.46	0.737704918032787	0.0819672131147541	0	0.0163934426229508	0.163934426229508	0.882352941176471	0.0980392156862745	0	0.0196078431372549	1.0655737704918	0.470588235294118	1.54901960784314
43	Are things better for you at home tonight?	42	44	8	5.5	5.25	0.125	1	0.80952380952381	381559.5	0	0	1.25	5545563.84848485	0.272727272727273	0.0294117647058824	0.0294117647058824	0.558823529411765	0.382352941176471	0.785714285714286	0.0238095238095238	0	0.0238095238095238	0.166666666666667	0.942857142857143	0.0285714285714286	0	0.0285714285714286	1.04761904761905	0.428571428571429	1.92857142857143
44	Are we ready for this on Monday?	32	35	7	5	4.57142857142857	0.142857142857143	0.857142857142857	0.59375	265723.142857143	0	0	1.28571428571429	5534019.41666667	0.333333333333333	0	0.08	0.56	0.36	0.71875	0.0625	0	0.03125	0.1875	0.884615384615385	0.0769230769230769	0	0.0384615384615385	1.09375	0.423076923076923	1.55769230769231
45	Are you back in town?	21	23	5	4.6	4.2	0.2	1	0.761904761904762	602788	0	0	1	4043370.53333333	0.2	0	0.0625	0.5	0.4375	0.714285714285714	0.0476190476190476	0	0.0476190476190476	0.19047619047619	0.882352941176471	0.0588235294117647	0	0.0588235294117647	1.0952380952381	0.529411764705882	1.82352941176471
46	Are you being a baby?	21	23	5	4.6	4.2	0.2	1	0.761904761904762	698464.6	0	0	1.4	3832506	0.2	0	0	0.6875	0.3125	0.714285714285714	0.0476190476190476	0	0.0476190476190476	0.19047619047619	0.882352941176471	0.0588235294117647	0	0.0588235294117647	1.0952380952381	0.411764705882353	2.02941176470588
47	Are you feeling better?	23	25	4	6.25	5.75	0.25	1	0.826086956521739	612364	0	0	1.5	4728119.22222222	0.222222222222222	0.105263157894737	0.0526315789473684	0.578947368421053	0.263157894736842	0.782608695652174	0.0434782608695652	0	0.0434782608695652	0.130434782608696	0.9	0.05	0	0.05	1.08695652173913	0.35	1.875
48	Are you getting all the information you need?	45	47	8	5.875	5.625	0.125	1	0.822222222222222	799447.125	0	0	1.5	5401587.05555556	0.305555555555556	0.0810810810810811	0.0810810810810811	0.378378378378378	0.459459459459459	0.8	0.0222222222222222	0	0.0222222222222222	0.155555555555556	0.947368421052632	0.0263157894736842	0	0.0263157894736842	1.04444444444444	0.526315789473684	1.73684210526316
49	Are you going to apply?	23	25	5	5	4.6	0.2	1	0.782608695652174	733176.2	0	0	1.4	3669724.11764706	0.176470588235294	0.0555555555555556	0.0555555555555556	0.5	0.388888888888889	0.739130434782609	0.0434782608695652	0	0.0434782608695652	0.173913043478261	0.894736842105263	0.0526315789473684	0	0.0526315789473684	1.08695652173913	0.631578947368421	1.81578947368421
50	Are you going to call?	22	24	5	4.8	4.4	0.2	1	0.772727272727273	741834.8	0	0	1.2	4247342.5625	0.1875	0.0588235294117647	0.0588235294117647	0.470588235294118	0.411764705882353	0.727272727272727	0.0454545454545455	0	0.0454545454545455	0.181818181818182	0.888888888888889	0.0555555555555556	0	0.0555555555555556	1.09090909090909	0.555555555555556	1.63888888888889
51	Are you going to join us for lunch?	35	37	8	4.625	4.375	0.125	0.875	0.628571428571429	514117	0	0	1.125	3577235.26923077	0.192307692307692	0	0.111111111111111	0.481481481481481	0.407407407407407	0.742857142857143	0.0285714285714286	0	0.0285714285714286	0.2	0.928571428571429	0.0357142857142857	0	0.0357142857142857	1.05714285714286	0.642857142857143	1.69642857142857
52	Are you in a good mood?	23	25	6	4.16666666666667	3.83333333333333	0.166666666666667	0.833333333333333	0.565217391304348	679143.5	0	0	1	3289850.625	0.1875	0.117647058823529	0	0.470588235294118	0.411764705882353	0.695652173913043	0.0434782608695652	0	0.0434782608695652	0.217391304347826	0.888888888888889	0.0555555555555556	0	0.0555555555555556	1.08695652173913	0.611111111111111	1.61111111111111
53	Are you in today?	17	19	4	4.75	4.25	0.25	1	0.764705882352941	730238.25	0	0	1.25	4726036.08333333	0.25	0	0	0.615384615384615	0.384615384615385	0.705882352941177	0.0588235294117647	0	0.0588235294117647	0.176470588235294	0.857142857142857	0.0714285714285714	0	0.0714285714285714	1.11764705882353	0.571428571428571	1.75
54	Are you on the diet with me?	28	30	7	4.28571428571429	4	0.142857142857143	0.857142857142857	0.607142857142857	712374.714285714	0	0	1.14285714285714	6826251.4	0.35	0	0.0952380952380952	0.380952380952381	0.523809523809524	0.714285714285714	0.0357142857142857	0	0.0357142857142857	0.214285714285714	0.909090909090909	0.0454545454545455	0	0.0454545454545455	1.07142857142857	0.5	1.93181818181818
55	Are you sure I don't need to be there?	38	41	9	4.55555555555556	4.22222222222222	0.111111111111111	1	0.763157894736842	728687.7	0	0	1	5952378.61538462	0.346153846153846	0.0344827586206897	0.0344827586206897	0.413793103448276	0.517241379310345	0.684210526315789	0.0526315789473684	0	0.0526315789473684	0.210526315789474	0.866666666666667	0.0666666666666667	0	0.0666666666666667	1.07894736842105	0.4	1.86666666666667
56	Argentina have called off their two football internationals in Japan.	69	71	10	7.1	6.9	0.1	0.6	0.333333333333333	98081.1	0	0	1.9	4723883.20689655	0.241379310344828	0.0677966101694915	0.11864406779661	0.288135593220339	0.525423728813559	0.826086956521739	0.0289855072463768	0	0.0144927536231884	0.130434782608696	0.95	0.0333333333333333	0	0.0166666666666667	1.02898550724638	0.45	1.40833333333333
57	Arkansas called in 32 extra state police to the prison.	55	56	10	5.6	5.5	0.1	0.6	0.436363636363636	319829.4	0	0	1.5	4870272.68292683	0.170731707317073	0.0222222222222222	0.0888888888888889	0.466666666666667	0.422222222222222	0.763636363636364	0.0181818181818182	0.0363636363636364	0.0181818181818182	0.163636363636364	0.91304347826087	0.0217391304347826	0.0434782608695652	0.0217391304347826	1.01818181818182	0.369565217391304	1.48913043478261
58	As for your second question, bench Mike Anderson.	49	52	8	6.5	6.125	0.125	0.625	0.469387755102041	103126.5	0	0	1.5	4485270.44736842	0.263157894736842	0	0.0975609756097561	0.48780487804878	0.414634146341463	0.755102040816326	0.0612244897959184	0	0.0408163265306122	0.142857142857143	0.880952380952381	0.0714285714285714	0	0.0476190476190476	1.06122448979592	0.476190476190476	1.5952380952381
59	As soon as I get it - I'll forward it to you.	45	48	12	4	3.75	0.0833333333333333	1	0.711111111111111	833049.916666667	0	0	1.09090909090909	3589696.21428571	0.107142857142857	0.121212121212121	0	0.484848484848485	0.393939393939394	0.622222222222222	0.0666666666666667	0	0.0666666666666667	0.244444444444444	0.823529411764706	0.0882352941176471	0	0.0882352941176471	1.06666666666667	0.5	1.55882352941176
60	As soon as anyone does that they can get nailed.	48	49	10	4.9	4.8	0.1	0.9	0.666666666666667	171698.2	0	0	1.2	5629216.48648649	0.297297297297297	0.0789473684210526	0.0789473684210526	0.342105263157895	0.5	0.770833333333333	0.0208333333333333	0	0.0208333333333333	0.1875	0.948717948717949	0.0256410256410256	0	0.0256410256410256	1.02083333333333	0.41025641025641	1.43589743589744
61	As soon as we are done - we'll give you a call.	47	48	12	4	3.91666666666667	0.0833333333333333	1	0.723404255319149	412698.166666667	0	0	1	3763120.3	0.166666666666667	0.114285714285714	0.0857142857142857	0.428571428571429	0.371428571428571	0.680851063829787	0.0212765957446809	0	0.0638297872340425	0.234042553191489	0.888888888888889	0.0277777777777778	0	0.0833333333333333	1.02127659574468	0.444444444444444	1.36111111111111
62	As they used to say of Gandhi, he was a mahatma, a great soul.	62	64	14	4.57142857142857	4.42857142857143	0.0714285714285714	0.785714285714286	0.467741935483871	355475.857142857	0	0	1.21428571428571	5027657.18604651	0.27906976744186	0	0.125	0.4375	0.4375	0.709677419354839	0.032258064516129	0	0.0483870967741935	0.209677419354839	0.897959183673469	0.0408163265306122	0	0.0612244897959184	1.03225806451613	0.387755102040816	1.30612244897959
63	As usual, I will be as candid as I can.	39	42	10	4.2	3.9	0.1	0.8	0.435897435897436	508727.4	0	0	1.3	3701787.38461538	0.115384615384615	0.0344827586206897	0.0344827586206897	0.413793103448276	0.517241379310345	0.641025641025641	0.0769230769230769	0	0.0512820512820513	0.230769230769231	0.833333333333333	0.1	0	0.0666666666666667	1.07692307692308	0.433333333333333	1.05
64	At 17, he enlisted in the US Navy.	34	37	8	4.625	4.25	0.125	0.625	0.323529411764706	330235.375	0	0	1.375	6772642.57142857	0.333333333333333	0.0384615384615385	0.0384615384615385	0.423076923076923	0.5	0.558823529411765	0.117647058823529	0.0588235294117647	0.0588235294117647	0.205882352941176	0.703703703703704	0.148148148148148	0.0740740740740741	0.0740740740740741	1.08823529411765	0.481481481481481	1.7962962962963
65	At least then one person in Denver would be able to get in.	59	61	13	4.69230769230769	4.53846153846154	0.0769230769230769	0.923076923076923	0.677966101694915	245940.615384615	0	0	1.23076923076923	5492389.33333333	0.288888888888889	0.0217391304347826	0.0217391304347826	0.543478260869565	0.41304347826087	0.745762711864407	0.0338983050847458	0	0.0169491525423729	0.203389830508475	0.936170212765957	0.0425531914893617	0	0.0212765957446809	1.03389830508475	0.404255319148936	1.69148936170213
66	Ava please put it on my calendar.	33	34	7	4.85714285714286	4.71428571428571	0.142857142857143	0.714285714285714	0.454545454545455	251745.857142857	0	0	1.42857142857143	3797219.12	0.12	0	0.0769230769230769	0.423076923076923	0.5	0.757575757575758	0.0303030303030303	0	0.0303030303030303	0.181818181818182	0.925925925925926	0.037037037037037	0	0.037037037037037	1.03030303030303	0.444444444444444	1.40740740740741
67	Ava, do we need to worry about this?	36	38	8	4.75	4.5	0.125	0.875	0.666666666666667	325249.5	0	0	1.375	4090718.2	0.2	0.107142857142857	0.0357142857142857	0.25	0.607142857142857	0.722222222222222	0.0277777777777778	0	0.0555555555555556	0.194444444444444	0.896551724137931	0.0344827586206897	0	0.0689655172413793	1.05555555555556	0.379310344827586	1.72413793103448
