PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430374	1478647847339	1478647847419	NA	89
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430378	1478647847435	1478647847504	NA	79
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430457	1478647847522	1478647847593	NA	85
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430459	1478647847642	1478647847727	NA	32
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430463	1478647848431	1478647848537	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430467	1478647848766	1478647848861	NA	88
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430471	1478647849135	1478647849231	NA	80
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430485	1478647849188	1478647849272	NA	76
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430487	1478647849251	1478647849351	NA	65
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430491	1478647849346	1478647849463	NA	73
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430493	1478647849394	1478647849489	NA	78
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430495	1478647849568	1478647849665	NA	32
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430504	1478647849658	1478647849743	NA	84
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430507	1478647849738	1478647849833	NA	72
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430511	1478647849828	1478647849919	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430517	1478647849917	1478647850000	NA	32
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430524	1478647850028	1478647850100	NA	68
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430538	1478647850073	1478647850158	NA	73
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430539	1478647850182	1478647850266	NA	70
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430540	1478647850314	1478647850402	NA	70
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430543	1478647850468	1478647850546	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430546	1478647850609	1478647850688	NA	82
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430550	1478647850747	1478647850832	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430581	1478647850837	1478647850927	NA	78
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430582	1478647850933	1478647851044	NA	67
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430584	1478647851103	1478647851194	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430586	1478647851245	1478647851340	NA	32
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430591	1478647851507	1478647851597	NA	66
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430613	1478647851587	1478647851687	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430614	1478647851755	1478647851834	NA	84
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430618	1478647851931	1478647852016	NA	87
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430622	1478647852105	1478647852179	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430626	1478647852242	1478647852323	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430631	1478647852345	1478647852435	NA	78
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430659	1478647852496	1478647852603	NA	32
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430664	1478647852669	1478647852761	NA	84
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430666	1478647852785	1478647852875	NA	72
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430670	1478647852871	1478647852960	NA	69
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430673	1478647852976	1478647853082	NA	32
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430692	1478647853168	1478647853247	NA	84
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430696	1478647853437	1478647853516	NA	87
485961	5233592	How would you explain the difference between the two?	how woudl you explain the difference between the two	248430700	1478647853522	1478647853628	NA	79
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430863	1478647857406	1478647857480	NA	87
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430865	1478647857475	1478647857560	NA	72
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430866	1478647857565	1478647857660	NA	65
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430869	1478647857634	1478647857724	NA	84
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430870	1478647857810	1478647857905	NA	32
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430895	1478647857954	1478647858028	NA	73
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430900	1478647858034	1478647858134	NA	83
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430906	1478647858108	1478647858187	NA	32
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430908	1478647858242	1478647858311	NA	72
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430929	1478647858306	1478647858395	NA	65
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430932	1478647858390	1478647858475	NA	80
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430936	1478647858515	1478647858611	NA	80
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430938	1478647858644	1478647858734	NA	69
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430942	1478647858707	1478647858797	NA	78
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430946	1478647858808	1478647858930	NA	73
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430963	1478647858882	1478647858974	NA	78
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430965	1478647858951	1478647859041	NA	71
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430970	1478647859070	1478647859160	NA	32
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430976	1478647859155	1478647859244	NA	84
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430980	1478647859213	1478647859297	NA	79
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430982	1478647859337	1478647859426	NA	32
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248430999	1478647859407	1478647859493	NA	84
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431004	1478647859482	1478647859567	NA	72
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431011	1478647859577	1478647859677	NA	69
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431016	1478647859657	1478647859762	NA	32
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431024	1478647859768	1478647859858	NA	83
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431032	1478647859963	1478647860037	NA	84
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431084	1478647860021	1478647860144	NA	79
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431087	1478647860117	1478647860190	NA	80
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431093	1478647860603	1478647860660		8
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431098	1478647860909	1478647861001	NA	67
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431102	1478647860973	1478647861084	NA	75
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431106	1478647861176	1478647861278	NA	32
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431126	1478647861522	1478647861607	NA	80
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431128	1478647861580	1478647861670	NA	82
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431130	1478647861694	1478647861783	NA	73
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431132	1478647861789	1478647861884	NA	67
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431135	1478647861973	1478647862052	NA	69
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431156	1478647862047	1478647862317	SHIFT	16
485961	5233608	What is happening to the stock price?	what is happening to the stock price?	248431152	1478647862149	1478647862285	NA	191
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431272	1478647864547	1478647864611	NA	87
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431275	1478647864627	1478647864701	NA	72
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431277	1478647864706	1478647864817	NA	65
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431279	1478647864770	1478647864849	NA	84
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431282	1478647864942	1478647865021	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431316	1478647865066	1478647865138	NA	59
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431320	1478647865129	1478647865217	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431324	1478647865293	1478647865393	NA	86
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431332	1478647865472	1478647865550	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431338	1478647865716	1478647865790		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431365	1478647865849	1478647865928		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431369	1478647865987	1478647866072		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431373	1478647866129	1478647866225		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431375	1478647866305	1478647866399	NA	59
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431377	1478647866447	1478647866533	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431452	1478647866788	1478647866862		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431453	1478647866918	1478647867013		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431454	1478647867083	1478647867183	NA	76
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431455	1478647867576	1478647867665	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431456	1478647867791	1478647867886	NA	86
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431479	1478647867990	1478647868075	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431482	1478647868081	1478647868149	NA	59
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431487	1478647868222	1478647868306	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431493	1478647868379	1478647868438	NA	80
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431536	1478647868421	1478647868517	NA	70
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431538	1478647868556	1478647868630	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431540	1478647868731	1478647868800		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431542	1478647868862	1478647868951		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431543	1478647869002	1478647869092		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431545	1478647869150	1478647869235		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431619	1478647869307	1478647869391		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431621	1478647869440	1478647869535		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431623	1478647870227	1478647870322	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431625	1478647870296	1478647870380	NA	76
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431628	1478647870455	1478647870545	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431670	1478647870616	1478647870674	NA	80
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431673	1478647870698	1478647870794	NA	70
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431677	1478647870848	1478647870930	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431680	1478647871263	1478647871337		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431683	1478647871386	1478647871492		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431708	1478647871538	1478647871628		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431710	1478647872078	1478647872157	NA	79
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431713	1478647872222	1478647872302	NA	70
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431717	1478647872286	1478647872382	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431721	1478647872471	1478647872561	NA	68
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431750	1478647872617	1478647872707	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431752	1478647872773	1478647872858	NA	84
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431754	1478647872962	1478647873052	NA	65
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431756	1478647873015	1478647873089	NA	73
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431758	1478647873157	1478647873257	NA	76
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431764	1478647873304	1478647873383	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431766	1478647873341	1478647873445	NA	68
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431767	1478647873436	1478647873515	NA	79
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431768	1478647873531	1478647873616	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431782	1478647873574	1478647873653	NA	89
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431786	1478647873701	1478647873763	NA	79
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431789	1478647873725	1478647873811	NA	85
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431793	1478647873845	1478647873929	NA	32
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431797	1478647873969	1478647874053	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431830	1478647874102	1478647874192	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431832	1478647874257	1478647874352	NA	68
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431833	1478647874362	1478647874483	SHIFT	16
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431836	1478647874670	1478647874739		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431841	1478647874798	1478647874877		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431848	1478647874931	1478647875020		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431875	1478647875076	1478647875166		8
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431877	1478647875265	1478647875354	NA	78
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431881	1478647875344	1478647875429	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431887	1478647875473	1478647875562	NA	69
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431888	1478647875634	1478647875723	NA	68
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431896	1478647875692	1478647875909	SHIFT	16
485961	5233618	What level of detail do you need?	what level of detail do you need?	248431893	1478647875777	1478647875903	NA	191
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248431997	1478647878158	1478647878248	NA	67
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248431999	1478647878332	1478647878432	NA	65
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432001	1478647878395	1478647878475	NA	78
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432004	1478647878555	1478647878634	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432007	1478647878657	1478647878720	NA	89
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432041	1478647878806	1478647878869	NA	85
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432044	1478647878899	1478647878984	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432049	1478647879014	1478647879098	NA	83
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432054	1478647879123	1478647879197	NA	85
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432057	1478647879506	1478647879580		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432120	1478647879645	1478647879724		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432126	1478647879788	1478647879867		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432131	1478647879932	1478647880009		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432135	1478647880093	1478647880135		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432138	1478647880823	1478647880881	NA	85
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432171	1478647881181	1478647881238		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432175	1478647881288	1478647881369	NA	89
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432178	1478647881379	1478647881558	NA	79
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432179	1478647881505	1478647881606	NA	85
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432181	1478647881711	1478647881806	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432230	1478647881822	1478647881911	NA	83
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432232	1478647881968	1478647882058	NA	85
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432234	1478647882242	1478647882316	NA	80
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432241	1478647882370	1478647882466	NA	80
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432246	1478647883100	1478647883196	NA	76
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432270	1478647883320	1478647883410	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432274	1478647883394	1478647883495	NA	77
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432278	1478647883549	1478647883639	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432282	1478647883650	1478647883708	NA	77
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432285	1478647883767	1478647883846	NA	84
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432367	1478647884098	1478647884182		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432372	1478647884241	1478647884336		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432377	1478647884445	1478647884540		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432380	1478647885489	1478647885573	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432386	1478647885589	1478647885674	NA	78
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432403	1478647885690	1478647885780	NA	84
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432405	1478647885803	1478647885895	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432409	1478647885888	1478647885962	NA	84
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432414	1478647885957	1478647886041	NA	72
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432418	1478647886057	1478647886157	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432439	1478647886147	1478647886247	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432442	1478647886457	1478647886558	NA	65
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432449	1478647886583	1478647886667	NA	78
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432454	1478647886641	1478647886741	NA	68
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432458	1478647886807	1478647886892	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432463	1478647886962	1478647887041	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432532	1478647887477	1478647887546		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432539	1478647887618	1478647887697		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432543	1478647887757	1478647887847		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432549	1478647887938	1478647888039	NA	87
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432556	1478647888099	1478647888200	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432587	1478647888253	1478647888348	NA	82
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432589	1478647888420	1478647888510	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432594	1478647888836	1478647888921	NA	84
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432600	1478647888900	1478647888979	NA	79
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432606	1478647889046	1478647889131	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432632	1478647889193	1478647889272	NA	72
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432634	1478647889267	1478647889352	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432637	1478647889379	1478647889475	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432641	1478647889491	1478647889597	NA	86
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432673	1478647889581	1478647889671	NA	73
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432676	1478647889724	1478647889820	NA	68
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432682	1478647890160	1478647890234		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432686	1478647890289	1478647890379		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432689	1478647890440	1478647890519		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432695	1478647890582	1478647890661		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432710	1478647890722	1478647890796		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432712	1478647890859	1478647890938		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432715	1478647890996	1478647891070		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432717	1478647891130	1478647891244		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432719	1478647891251	1478647891325		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432756	1478647891389	1478647891473		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432758	1478647891527	1478647891602		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432762	1478647891667	1478647891757		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432765	1478647891873	1478647891973		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432769	1478647892438	1478647892512		8
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432790	1478647892583	1478647892684	NA	83
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432791	1478647892984	1478647893074	NA	87
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432794	1478647893144	1478647893234	NA	69
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432796	1478647893298	1478647893383	NA	82
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432799	1478647893447	1478647893531	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432822	1478647893571	1478647893656	NA	84
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432826	1478647893651	1478647893714	NA	79
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432829	1478647893804	1478647893878	NA	32
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432831	1478647893830	1478647893920	NA	84
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432835	1478647893960	1478647894045	NA	72
485961	5233631	Can you supplement the answer to the visa question?	can you supplement the answer to the visa queston?	248432852	1478647894050	1478647894135	NA	69
